Time;In - ether1;In - sfp-sfpplus4 - modem;In - l2tp-out1;In - sfp1 - lantai 1;In - sfp2 - lantai 2;In - sfp3 - lantai 3;In - sfp4 - lantai 4;In - sfp5 - lantai 5;In - sfp-sfpplus1 - lantai 6;In - sfp-sfpplus2 - lantai 7;In - sfp-sfpplus3;Out - ether1;Out - sfp-sfpplus4 - modem;Out - l2tp-out1;Out - sfp1 - lantai 1;Out - sfp2 - lantai 2;Out - sfp3 - lantai 3;Out - sfp4 - lantai 4;Out - sfp5 - lantai 5;Out - sfp-sfpplus1 - lantai 6;Out - sfp-sfpplus2 - lantai 7;Out - sfp-sfpplus3
30/04/2024 04:00;0 b/s;1.39 Mb/s;0 b/s;11.7 kb/s;107 kb/s;7.28 kb/s;6.34 kb/s;55.0 kb/s;10.3 kb/s;44.6 kb/s;0 b/s;0 b/s;-89 kb/s;0 b/s;-183 kb/s;-513 kb/s;-1.8 kb/s;-1.5 kb/s;-864 kb/s;-2.5 kb/s;-13 kb/s;0 b/s
30/04/2024 04:05;0 b/s;1.07 Mb/s;0 b/s;12.1 kb/s;291 kb/s;7.02 kb/s;3.64 kb/s;17.8 kb/s;46.7 kb/s;29.2 kb/s;0 b/s;0 b/s;-290 kb/s;0 b/s;-182 kb/s;-180 kb/s;-1.5 kb/s;-1.2 kb/s;-2.7 kb/s;-842 kb/s;-5.9 kb/s;0 b/s
30/04/2024 04:10;0 b/s;1.50 Mb/s;0 b/s;13.9 kb/s;58.6 kb/s;7.34 kb/s;3.04 kb/s;51.6 kb/s;34.2 kb/s;44.5 kb/s;0 b/s;0 b/s;-84 kb/s;0 b/s;-186 kb/s;-27 kb/s;-1.8 kb/s;-845 b/s;-848 kb/s;-572 kb/s;-12 kb/s;0 b/s
30/04/2024 04:15;0 b/s;1.14 Mb/s;0 b/s;14.0 kb/s;35.0 kb/s;7.33 kb/s;2.96 kb/s;33.7 kb/s;45.0 kb/s;41.3 kb/s;0 b/s;0 b/s;-68 kb/s;0 b/s;-186 kb/s;-18 kb/s;-1.6 kb/s;-661 b/s;-283 kb/s;-800 kb/s;-11 kb/s;0 b/s
30/04/2024 04:20;0 b/s;1.16 Mb/s;0 b/s;13.3 kb/s;99.1 kb/s;9.12 kb/s;4.22 kb/s;22.6 kb/s;61.3 kb/s;32.6 kb/s;0 b/s;0 b/s;-97 kb/s;0 b/s;-188 kb/s;-46 kb/s;-3.7 kb/s;-2.1 kb/s;-4.6 kb/s;-1.1 Mb/s;-7.3 kb/s;0 b/s
30/04/2024 04:25;0 b/s;363 kb/s;0 b/s;16.7 kb/s;75.8 kb/s;7.24 kb/s;2.87 kb/s;30.3 kb/s;7.53 kb/s;16.9 kb/s;0 b/s;0 b/s;-37 kb/s;0 b/s;-207 kb/s;-39 kb/s;-2.1 kb/s;-820 b/s;-313 kb/s;-1.9 kb/s;-2.7 kb/s;0 b/s
30/04/2024 04:30;0 b/s;1.22 Mb/s;0 b/s;13.3 kb/s;42.2 kb/s;8.38 kb/s;8.46 kb/s;15.5 kb/s;58.1 kb/s;35.1 kb/s;0 b/s;0 b/s;-68 kb/s;0 b/s;-187 kb/s;-17 kb/s;-2.6 kb/s;-1.1 kb/s;-1.4 kb/s;-1.1 Mb/s;-8.3 kb/s;0 b/s
30/04/2024 04:35;0 b/s;2.61 Mb/s;0 b/s;14.5 kb/s;26.5 kb/s;8.15 kb/s;2.92 kb/s;72.1 kb/s;86.0 kb/s;41.4 kb/s;0 b/s;0 b/s;-149 kb/s;0 b/s;-191 kb/s;-15 kb/s;-2.2 kb/s;-532 b/s;-1.3 Mb/s;-1.1 Mb/s;-11 kb/s;0 b/s
30/04/2024 04:40;0 b/s;3.12 Mb/s;0 b/s;25.2 kb/s;124 kb/s;7.49 kb/s;2.86 kb/s;18.4 kb/s;10.9 kb/s;40.2 kb/s;0 b/s;0 b/s;-115 kb/s;0 b/s;-219 kb/s;-3.0 Mb/s;-2.3 kb/s;-451 b/s;-66 kb/s;-2.3 kb/s;-10 kb/s;0 b/s
30/04/2024 04:45;0 b/s;3.05 Mb/s;0 b/s;13.3 kb/s;114 kb/s;6.43 kb/s;3.45 kb/s;468 kb/s;14.3 kb/s;33.7 kb/s;0 b/s;0 b/s;-551 kb/s;0 b/s;-189 kb/s;-3.0 Mb/s;-976 b/s;-978 b/s;-15 kb/s;-11 kb/s;-7.4 kb/s;0 b/s
30/04/2024 04:50;0 b/s;4.36 Mb/s;0 b/s;11.4 kb/s;162 kb/s;7.89 kb/s;2.91 kb/s;76.5 kb/s;9.11 kb/s;24.4 kb/s;0 b/s;0 b/s;-158 kb/s;0 b/s;-181 kb/s;-3.1 Mb/s;-2.6 kb/s;-624 b/s;-1.2 Mb/s;-3.7 kb/s;-4.5 kb/s;0 b/s
30/04/2024 04:55;0 b/s;3.03 Mb/s;0 b/s;13.1 kb/s;138 kb/s;8.12 kb/s;2.76 kb/s;22.7 kb/s;8.48 kb/s;37.1 kb/s;0 b/s;0 b/s;-95 kb/s;0 b/s;-188 kb/s;-3.1 Mb/s;-2.3 kb/s;-471 b/s;-4.9 kb/s;-1.9 kb/s;-8.9 kb/s;0 b/s
30/04/2024 05:00;0 b/s;4.01 Mb/s;0 b/s;12.3 kb/s;114 kb/s;8.16 kb/s;3.31 kb/s;63.8 kb/s;10.8 kb/s;25.4 kb/s;0 b/s;0 b/s;-146 kb/s;0 b/s;-190 kb/s;-3.1 Mb/s;-2.7 kb/s;-857 b/s;-741 kb/s;-5.7 kb/s;-4.4 kb/s;0 b/s
30/04/2024 05:05;0 b/s;5.24 Mb/s;0 b/s;11.3 kb/s;106 kb/s;6.36 kb/s;4 kb/s;68.1 kb/s;59.3 kb/s;14.9 kb/s;0 b/s;0 b/s;-192 kb/s;0 b/s;-183 kb/s;-3.0 Mb/s;-590 b/s;-693 b/s;-1.0 Mb/s;-1.0 Mb/s;-198 b/s;0 b/s
30/04/2024 05:10;0 b/s;3.91 Mb/s;0 b/s;11.8 kb/s;156 kb/s;7.49 kb/s;4.39 kb/s;18.0 kb/s;45.6 kb/s;16.1 kb/s;0 b/s;0 b/s;-133 kb/s;0 b/s;-184 kb/s;-3.1 Mb/s;-2.3 kb/s;-1.2 kb/s;-2.6 kb/s;-762 kb/s;-444 b/s;0 b/s
30/04/2024 05:15;0 b/s;1.89 Mb/s;0 b/s;11.8 kb/s;54.2 kb/s;8.62 kb/s;2.61 kb/s;72.0 kb/s;35.3 kb/s;15.3 kb/s;0 b/s;0 b/s;-103 kb/s;0 b/s;-183 kb/s;-29 kb/s;-2.0 kb/s;-462 b/s;-1.1 Mb/s;-632 kb/s;-628 b/s;0 b/s
30/04/2024 05:20;0 b/s;1.19 Mb/s;0 b/s;11.4 kb/s;70.7 kb/s;6.75 kb/s;2.86 kb/s;36.5 kb/s;38.5 kb/s;14.5 kb/s;0 b/s;0 b/s;-68 kb/s;0 b/s;-182 kb/s;-33 kb/s;-1.5 kb/s;-753 b/s;-422 kb/s;-692 kb/s;-143 b/s;0 b/s
30/04/2024 05:25;0 b/s;1.18 Mb/s;0 b/s;11.2 kb/s;58.6 kb/s;7.09 kb/s;5.04 kb/s;17.2 kb/s;57.5 kb/s;53.5 kb/s;0 b/s;0 b/s;-81 kb/s;0 b/s;-176 kb/s;-26 kb/s;-1.8 kb/s;-1.6 kb/s;-2.5 kb/s;-1.1 Mb/s;-25 kb/s;0 b/s
30/04/2024 05:30;0 b/s;2.63 Mb/s;0 b/s;14.7 kb/s;69.0 kb/s;8.44 kb/s;2.39 kb/s;73.1 kb/s;55.6 kb/s;16.8 kb/s;0 b/s;0 b/s;-118 kb/s;0 b/s;-203 kb/s;-27 kb/s;-2.4 kb/s;-142 b/s;-1.4 Mb/s;-1.1 Mb/s;-1.7 kb/s;0 b/s
30/04/2024 05:35;0 b/s;2.95 Mb/s;0 b/s;14.2 kb/s;177 kb/s;10.4 kb/s;2.78 kb/s;16.2 kb/s;62.6 kb/s;116 kb/s;0 b/s;0 b/s;-212 kb/s;0 b/s;-201 kb/s;-1.2 Mb/s;-3.5 kb/s;-721 b/s;-1.3 kb/s;-1.4 Mb/s;-51 kb/s;0 b/s
30/04/2024 05:40;0 b/s;3.19 Mb/s;0 b/s;12.8 kb/s;156 kb/s;6.93 kb/s;4.43 kb/s;64.4 kb/s;38.5 kb/s;43.0 kb/s;0 b/s;0 b/s;-181 kb/s;0 b/s;-184 kb/s;-1.6 Mb/s;-1.4 kb/s;-1.2 kb/s;-928 kb/s;-563 kb/s;-12 kb/s;0 b/s
30/04/2024 05:45;0 b/s;6.15 Mb/s;0 b/s;258 kb/s;28.4 kb/s;10.5 kb/s;3.07 kb/s;39.5 kb/s;34.9 kb/s;15.4 kb/s;0 b/s;0 b/s;-306 kb/s;0 b/s;-4.1 Mb/s;-13 kb/s;-3.9 kb/s;-888 b/s;-517 kb/s;-432 kb/s;-565 b/s;0 b/s
30/04/2024 05:50;0 b/s;114 kb/s;0 b/s;36.8 kb/s;89.0 kb/s;9.78 kb/s;2.54 kb/s;18.1 kb/s;8.04 kb/s;17.3 kb/s;0 b/s;0 b/s;-61 kb/s;0 b/s;-286 kb/s;-44 kb/s;-2.9 kb/s;-386 b/s;-2.8 kb/s;-1.3 kb/s;-2.5 kb/s;0 b/s
30/04/2024 05:55;0 b/s;1.54 Mb/s;0 b/s;49.7 kb/s;42.2 kb/s;10.7 kb/s;5.25 kb/s;78.4 kb/s;11.0 kb/s;15.5 kb/s;0 b/s;0 b/s;-105 kb/s;0 b/s;-244 kb/s;-15 kb/s;-3.8 kb/s;-1.1 kb/s;-1.4 Mb/s;-3.4 kb/s;-185 b/s;0 b/s
30/04/2024 06:00;0 b/s;259 kb/s;0 b/s;48.3 kb/s;80.1 kb/s;9.79 kb/s;2.74 kb/s;21.2 kb/s;50.3 kb/s;15.3 kb/s;0 b/s;0 b/s;-64 kb/s;0 b/s;-306 kb/s;-59 kb/s;-3.2 kb/s;-448 b/s;-85 kb/s;-18 kb/s;-606 b/s;0 b/s
30/04/2024 06:05;0 b/s;85.4 kb/s;0 b/s;29.0 kb/s;68.1 kb/s;17.8 kb/s;2.97 kb/s;17.5 kb/s;8.18 kb/s;14.8 kb/s;0 b/s;0 b/s;-40 kb/s;0 b/s;-250 kb/s;-30 kb/s;-6.6 kb/s;-810 b/s;-2.4 kb/s;-2.0 kb/s;-92 b/s;0 b/s
30/04/2024 06:10;0 b/s;1.50 Mb/s;0 b/s;35.0 kb/s;65.2 kb/s;17.1 kb/s;3.86 kb/s;49.6 kb/s;31.2 kb/s;16.1 kb/s;0 b/s;0 b/s;-102 kb/s;0 b/s;-204 kb/s;-27 kb/s;-6.8 kb/s;-1.2 kb/s;-839 kb/s;-571 kb/s;-1.1 kb/s;0 b/s
30/04/2024 06:15;0 b/s;3.40 Mb/s;0 b/s;154 kb/s;26.2 kb/s;11.6 kb/s;23.5 kb/s;14.9 kb/s;13.5 kb/s;20.3 kb/s;0 b/s;0 b/s;-174 kb/s;0 b/s;-3.3 Mb/s;-14 kb/s;-5.0 kb/s;-59 kb/s;-1.0 kb/s;-5.7 kb/s;-5.0 kb/s;0 b/s
30/04/2024 06:20;0 b/s;3.44 Mb/s;0 b/s;126 kb/s;76.0 kb/s;9.80 kb/s;3.04 kb/s;84.7 kb/s;49.9 kb/s;15.1 kb/s;0 b/s;0 b/s;-230 kb/s;0 b/s;-973 kb/s;-30 kb/s;-3.3 kb/s;-1.5 kb/s;-1.5 Mb/s;-999 kb/s;-187 b/s;0 b/s
30/04/2024 06:25;0 b/s;1.33 Mb/s;0 b/s;18.8 kb/s;65.5 kb/s;10.5 kb/s;2.59 kb/s;15.7 kb/s;106 kb/s;15.6 kb/s;0 b/s;0 b/s;-73 kb/s;0 b/s;-205 kb/s;-27 kb/s;-3.8 kb/s;-142 b/s;-1.3 kb/s;-1.1 Mb/s;-588 b/s;0 b/s
30/04/2024 06:30;0 b/s;1.68 Mb/s;0 b/s;82.8 kb/s;29.7 kb/s;62.0 kb/s;2.44 kb/s;18.0 kb/s;70.6 kb/s;20.5 kb/s;0 b/s;0 b/s;-132 kb/s;0 b/s;-769 kb/s;-21 kb/s;-70 kb/s;-199 b/s;-5.9 kb/s;-1.0 Mb/s;-3.1 kb/s;0 b/s
30/04/2024 06:35;0 b/s;3.86 Mb/s;0 b/s;117 kb/s;108 kb/s;227 kb/s;3.65 kb/s;79.1 kb/s;48.9 kb/s;16.3 kb/s;0 b/s;0 b/s;-450 kb/s;0 b/s;-491 kb/s;-46 kb/s;-1.2 Mb/s;-1.9 kb/s;-1.4 Mb/s;-658 kb/s;-946 b/s;0 b/s
30/04/2024 06:40;0 b/s;495 kb/s;0 b/s;27.3 kb/s;30.9 kb/s;46.7 kb/s;4.47 kb/s;345 kb/s;21.4 kb/s;15.1 kb/s;0 b/s;0 b/s;-235 kb/s;0 b/s;-190 kb/s;-18 kb/s;-21 kb/s;-1.6 kb/s;-477 kb/s;-23 kb/s;-515 b/s;0 b/s
30/04/2024 06:45;0 b/s;4.57 Mb/s;0 b/s;47.9 kb/s;67.5 kb/s;109 kb/s;3.18 kb/s;160 kb/s;77.3 kb/s;18.4 kb/s;0 b/s;0 b/s;-241 kb/s;0 b/s;-504 kb/s;-35 kb/s;-42 kb/s;-930 b/s;-2.7 Mb/s;-959 kb/s;-2.7 kb/s;0 b/s
30/04/2024 06:50;0 b/s;1.03 Mb/s;0 b/s;99.4 kb/s;54.3 kb/s;12.0 kb/s;3.29 kb/s;44.8 kb/s;10.2 kb/s;15.2 kb/s;0 b/s;0 b/s;-133 kb/s;0 b/s;-469 kb/s;-24 kb/s;-4.9 kb/s;-1.1 kb/s;-657 kb/s;-3.4 kb/s;-916 b/s;0 b/s
30/04/2024 06:55;0 b/s;19.9 kb/s;0 b/s;16.5 kb/s;75.7 kb/s;13.1 kb/s;7.35 kb/s;18.9 kb/s;9.01 kb/s;27.1 kb/s;0 b/s;0 b/s;-22 kb/s;0 b/s;-188 kb/s;-33 kb/s;-5.5 kb/s;-4.3 kb/s;-3.9 kb/s;-2.3 kb/s;-4.9 kb/s;0 b/s
30/04/2024 07:00;0 b/s;4.15 Mb/s;0 b/s;289 kb/s;53.1 kb/s;33.5 kb/s;34.5 kb/s;77.8 kb/s;133 kb/s;38.3 kb/s;0 b/s;0 b/s;-344 kb/s;0 b/s;-2.7 Mb/s;-23 kb/s;-12 kb/s;-16 kb/s;-1.4 Mb/s;-41 kb/s;-19 kb/s;0 b/s
30/04/2024 07:05;0 b/s;3.42 Mb/s;0 b/s;166 kb/s;55.5 kb/s;22.8 kb/s;18.2 kb/s;35.3 kb/s;10.9 kb/s;16.9 kb/s;0 b/s;0 b/s;-202 kb/s;0 b/s;-2.4 Mb/s;-22 kb/s;-8.3 kb/s;-229 kb/s;-443 kb/s;-30 kb/s;-6.4 kb/s;0 b/s
30/04/2024 07:10;0 b/s;4.68 Mb/s;0 b/s;78.9 kb/s;48.3 kb/s;18.6 kb/s;8.46 kb/s;15.7 kb/s;1.10 Mb/s;203 kb/s;0 b/s;0 b/s;-644 kb/s;0 b/s;-375 kb/s;-17 kb/s;-6.0 kb/s;-963 b/s;-1.5 kb/s;-2.9 Mb/s;-315 kb/s;0 b/s
30/04/2024 07:15;0 b/s;14.1 Mb/s;0 b/s;24.2 kb/s;361 kb/s;16.6 kb/s;55.6 kb/s;91.0 kb/s;365 kb/s;20.1 kb/s;0 b/s;0 b/s;-570 kb/s;0 b/s;-232 kb/s;-1.9 Mb/s;-4.4 kb/s;-1.1 Mb/s;-1.5 Mb/s;-6.6 Mb/s;-12 kb/s;0 b/s
30/04/2024 07:20;0 b/s;4.21 Mb/s;0 b/s;30.0 kb/s;851 kb/s;20.5 kb/s;21.8 kb/s;16.5 kb/s;154 kb/s;17.7 kb/s;0 b/s;0 b/s;-236 kb/s;0 b/s;-213 kb/s;-1.1 Mb/s;-6.6 kb/s;-334 kb/s;-1.5 kb/s;-2.9 Mb/s;-6.7 kb/s;0 b/s
30/04/2024 07:25;0 b/s;4.51 Mb/s;0 b/s;45.6 kb/s;94.9 kb/s;16.0 kb/s;37.5 kb/s;1.65 Mb/s;165 kb/s;17.0 kb/s;0 b/s;0 b/s;-1.7 Mb/s;0 b/s;-277 kb/s;-56 kb/s;-4.3 kb/s;-665 kb/s;-1.5 Mb/s;-2.0 Mb/s;-6.3 kb/s;0 b/s
30/04/2024 07:30;0 b/s;2.38 Mb/s;0 b/s;14.4 kb/s;164 kb/s;17.0 kb/s;22.0 kb/s;577 kb/s;35.1 kb/s;120 kb/s;0 b/s;0 b/s;-565 kb/s;0 b/s;-197 kb/s;-147 kb/s;-13 kb/s;-275 kb/s;-1.9 Mb/s;-154 kb/s;-57 kb/s;0 b/s
30/04/2024 07:35;0 b/s;6.07 Mb/s;0 b/s;20.8 kb/s;248 kb/s;15.2 kb/s;65.1 kb/s;63.0 kb/s;63.7 kb/s;16.4 kb/s;0 b/s;0 b/s;-312 kb/s;0 b/s;-195 kb/s;-2.5 Mb/s;-3.2 kb/s;-987 kb/s;-357 kb/s;-708 kb/s;-4.3 kb/s;0 b/s
30/04/2024 07:40;0 b/s;8.35 Mb/s;0 b/s;18.5 kb/s;157 kb/s;15.0 kb/s;55.6 kb/s;224 kb/s;780 kb/s;18.1 kb/s;0 b/s;0 b/s;-1.1 Mb/s;0 b/s;-202 kb/s;-540 kb/s;-3.4 kb/s;-946 kb/s;-2.7 Mb/s;-3.3 Mb/s;-8.5 kb/s;0 b/s
30/04/2024 07:45;0 b/s;5.44 Mb/s;0 b/s;41.0 kb/s;1.43 Mb/s;25.4 kb/s;32.7 kb/s;147 kb/s;185 kb/s;17.7 kb/s;0 b/s;0 b/s;-1.7 Mb/s;0 b/s;-307 kb/s;-1.1 Mb/s;-7.7 kb/s;-423 kb/s;-1.7 Mb/s;-1.6 Mb/s;-6.3 kb/s;0 b/s
30/04/2024 07:50;0 b/s;3.75 Mb/s;0 b/s;14.9 kb/s;347 kb/s;15.5 kb/s;12.2 kb/s;79.6 kb/s;166 kb/s;17.1 kb/s;0 b/s;0 b/s;-485 kb/s;0 b/s;-180 kb/s;-1.9 Mb/s;-3.9 kb/s;-13 kb/s;-570 kb/s;-765 kb/s;-6.6 kb/s;0 b/s
30/04/2024 07:55;0 b/s;8.24 Mb/s;0 b/s;21.6 kb/s;473 kb/s;34.0 kb/s;12.2 kb/s;161 kb/s;307 kb/s;30.8 kb/s;0 b/s;0 b/s;-838 kb/s;0 b/s;-200 kb/s;-4.0 Mb/s;-13 kb/s;-2.4 kb/s;-565 kb/s;-658 kb/s;-20 kb/s;0 b/s
30/04/2024 08:00;0 b/s;6.04 Mb/s;0 b/s;45.3 kb/s;253 kb/s;49.3 kb/s;16.2 kb/s;125 kb/s;104 kb/s;34.2 kb/s;0 b/s;0 b/s;-446 kb/s;0 b/s;-785 kb/s;-2.7 Mb/s;-18 kb/s;-140 kb/s;-520 kb/s;-924 kb/s;-12 kb/s;0 b/s
30/04/2024 08:05;0 b/s;7.32 Mb/s;0 b/s;90.5 kb/s;331 kb/s;21.4 kb/s;8.41 kb/s;149 kb/s;80.3 kb/s;15.3 kb/s;0 b/s;0 b/s;-470 kb/s;0 b/s;-2.3 Mb/s;-2.6 Mb/s;-5.9 kb/s;-983 b/s;-1.0 Mb/s;-643 kb/s;-762 b/s;0 b/s
30/04/2024 08:10;0 b/s;5.38 Mb/s;0 b/s;39.2 kb/s;298 kb/s;27.9 kb/s;46.7 kb/s;63.0 kb/s;62.1 kb/s;126 kb/s;0 b/s;0 b/s;-335 kb/s;0 b/s;-218 kb/s;-2.9 Mb/s;-9.5 kb/s;-999 kb/s;-495 kb/s;-449 kb/s;-73 kb/s;0 b/s
30/04/2024 08:15;0 b/s;12.8 Mb/s;0 b/s;14.3 kb/s;422 kb/s;18.0 kb/s;81.3 kb/s;77.3 kb/s;771 kb/s;245 kb/s;0 b/s;0 b/s;-1.4 Mb/s;0 b/s;-185 kb/s;-4.3 Mb/s;-6.2 kb/s;-994 kb/s;-348 kb/s;-4.0 Mb/s;-2.1 Mb/s;0 b/s
30/04/2024 08:20;0 b/s;12.3 Mb/s;0 b/s;30.4 kb/s;367 kb/s;17.8 kb/s;127 kb/s;126 kb/s;93.0 kb/s;307 kb/s;0 b/s;0 b/s;-773 kb/s;0 b/s;-199 kb/s;-3.8 Mb/s;-5.7 kb/s;-3.1 Mb/s;-858 kb/s;-644 kb/s;-3.7 Mb/s;0 b/s
30/04/2024 08:25;0 b/s;19.8 Mb/s;0 b/s;34.1 kb/s;494 kb/s;101 kb/s;143 kb/s;447 kb/s;346 kb/s;746 kb/s;0 b/s;0 b/s;-2.0 Mb/s;0 b/s;-212 kb/s;-4.4 Mb/s;-75 kb/s;-1.9 Mb/s;-3.5 Mb/s;-1.9 Mb/s;-5.4 Mb/s;0 b/s
30/04/2024 08:30;0 b/s;15.7 Mb/s;0 b/s;26.5 kb/s;520 kb/s;57.7 kb/s;141 kb/s;398 kb/s;392 kb/s;439 kb/s;0 b/s;0 b/s;-1.4 Mb/s;0 b/s;-197 kb/s;-5.8 Mb/s;-73 kb/s;-1.2 Mb/s;-3.7 Mb/s;-2.2 Mb/s;-1.8 Mb/s;0 b/s
30/04/2024 08:35;0 b/s;17.9 Mb/s;0 b/s;54.5 kb/s;5.27 Mb/s;435 kb/s;13.4 kb/s;214 kb/s;594 kb/s;253 kb/s;0 b/s;0 b/s;-5.7 Mb/s;0 b/s;-265 kb/s;-5.3 Mb/s;-2.8 Mb/s;-68 kb/s;-2.1 Mb/s;-6.7 Mb/s;-881 kb/s;0 b/s
30/04/2024 08:40;0 b/s;47.2 Mb/s;0 b/s;25.2 kb/s;1.29 Mb/s;71.3 kb/s;260 kb/s;325 kb/s;1.25 Mb/s;371 kb/s;0 b/s;0 b/s;-3.2 Mb/s;0 b/s;-231 kb/s;-12 Mb/s;-966 kb/s;-1.8 Mb/s;-3.3 Mb/s;-21 Mb/s;-3.7 Mb/s;0 b/s
30/04/2024 08:45;0 b/s;31.2 Mb/s;0 b/s;66.5 kb/s;829 kb/s;125 kb/s;380 kb/s;149 kb/s;476 kb/s;515 kb/s;0 b/s;0 b/s;-2.2 Mb/s;0 b/s;-374 kb/s;-12 Mb/s;-873 kb/s;-5.7 Mb/s;-2.6 Mb/s;-5.5 Mb/s;-3.3 Mb/s;0 b/s
30/04/2024 08:50;0 b/s;32.6 Mb/s;0 b/s;74.7 kb/s;801 kb/s;163 kb/s;48.4 kb/s;111 kb/s;694 kb/s;398 kb/s;0 b/s;0 b/s;-1.9 Mb/s;0 b/s;-1.5 Mb/s;-13 Mb/s;-1.5 Mb/s;-194 kb/s;-548 kb/s;-10 Mb/s;-3.3 Mb/s;0 b/s
30/04/2024 08:55;0 b/s;33.4 Mb/s;0 b/s;59.3 kb/s;1.53 Mb/s;136 kb/s;113 kb/s;167 kb/s;503 kb/s;467 kb/s;0 b/s;0 b/s;-2.6 Mb/s;0 b/s;-1.1 Mb/s;-16 Mb/s;-616 kb/s;-1.4 Mb/s;-1.8 Mb/s;-4.4 Mb/s;-5.4 Mb/s;0 b/s
30/04/2024 09:00;0 b/s;37.9 Mb/s;0 b/s;62.9 kb/s;1.11 Mb/s;58.8 kb/s;84.3 kb/s;143 kb/s;1.18 Mb/s;463 kb/s;0 b/s;0 b/s;-2.6 Mb/s;0 b/s;-369 kb/s;-17 Mb/s;-276 kb/s;-1.2 Mb/s;-421 kb/s;-10 Mb/s;-4.3 Mb/s;0 b/s
30/04/2024 09:05;0 b/s;49.2 Mb/s;0 b/s;148 kb/s;2.37 Mb/s;245 kb/s;461 kb/s;130 kb/s;448 kb/s;573 kb/s;0 b/s;0 b/s;-4.0 Mb/s;0 b/s;-2.8 Mb/s;-23 Mb/s;-2.7 Mb/s;-5.5 Mb/s;-507 kb/s;-3.6 Mb/s;-8.8 Mb/s;0 b/s
30/04/2024 09:10;0 b/s;62.1 Mb/s;0 b/s;122 kb/s;5.76 Mb/s;138 kb/s;384 kb/s;174 kb/s;1.16 Mb/s;559 kb/s;0 b/s;0 b/s;-4.0 Mb/s;0 b/s;-899 kb/s;-28 Mb/s;-470 kb/s;-3.2 Mb/s;-1.6 Mb/s;-14 Mb/s;-7.6 Mb/s;0 b/s
30/04/2024 09:15;0 b/s;42.5 Mb/s;0 b/s;37.9 kb/s;1.37 Mb/s;180 kb/s;103 kb/s;178 kb/s;350 kb/s;2.40 Mb/s;0 b/s;0 b/s;-4.2 Mb/s;0 b/s;-186 kb/s;-27 Mb/s;-1.4 Mb/s;-1.3 Mb/s;-1.8 Mb/s;-1.5 Mb/s;-6.1 Mb/s;0 b/s
30/04/2024 09:20;0 b/s;39.0 Mb/s;0 b/s;191 kb/s;2.39 Mb/s;59.2 kb/s;85.1 kb/s;78.9 kb/s;851 kb/s;141 kb/s;0 b/s;0 b/s;-2.6 Mb/s;0 b/s;-230 kb/s;-23 Mb/s;-32 kb/s;-87 kb/s;-116 kb/s;-13 Mb/s;-228 kb/s;0 b/s
30/04/2024 09:25;0 b/s;43.8 Mb/s;0 b/s;38.7 kb/s;1.66 Mb/s;149 kb/s;124 kb/s;105 kb/s;681 kb/s;1.19 Mb/s;0 b/s;0 b/s;-3.3 Mb/s;0 b/s;-224 kb/s;-28 Mb/s;-1.5 Mb/s;-1.2 Mb/s;-144 kb/s;-7.2 Mb/s;-1.9 Mb/s;0 b/s
30/04/2024 09:30;0 b/s;60.3 Mb/s;0 b/s;512 kb/s;2.07 Mb/s;588 kb/s;152 kb/s;103 kb/s;972 kb/s;3.61 Mb/s;0 b/s;0 b/s;-6.8 Mb/s;0 b/s;-259 kb/s;-41 Mb/s;-2.8 Mb/s;-552 kb/s;-278 kb/s;-7.9 Mb/s;-2.8 Mb/s;0 b/s
30/04/2024 09:35;0 b/s;53.4 Mb/s;0 b/s;19.6 kb/s;1.35 Mb/s;171 kb/s;431 kb/s;87.5 kb/s;1.51 Mb/s;403 kb/s;0 b/s;0 b/s;-3.2 Mb/s;0 b/s;-230 kb/s;-24 Mb/s;-1.2 Mb/s;-6.9 Mb/s;-194 kb/s;-12 Mb/s;-6.0 Mb/s;0 b/s
30/04/2024 09:40;0 b/s;61.3 Mb/s;0 b/s;60.3 kb/s;2.26 Mb/s;183 kb/s;646 kb/s;132 kb/s;1.32 Mb/s;527 kb/s;0 b/s;0 b/s;-4.8 Mb/s;0 b/s;-289 kb/s;-33 Mb/s;-1.8 Mb/s;-3.3 Mb/s;-1.4 Mb/s;-12 Mb/s;-4.1 Mb/s;0 b/s
30/04/2024 09:45;0 b/s;46.1 Mb/s;0 b/s;228 kb/s;2.02 Mb/s;812 kb/s;616 kb/s;71.9 kb/s;2.56 Mb/s;406 kb/s;0 b/s;0 b/s;-3.4 Mb/s;0 b/s;-5.0 Mb/s;-19 Mb/s;-5.0 Mb/s;-6.4 Mb/s;-45 kb/s;-8.0 Mb/s;-2.1 Mb/s;0 b/s
30/04/2024 09:50;0 b/s;26.7 Mb/s;0 b/s;26.9 kb/s;1.71 Mb/s;269 kb/s;940 kb/s;48.4 kb/s;458 kb/s;329 kb/s;0 b/s;0 b/s;-2.4 Mb/s;0 b/s;-249 kb/s;-13 Mb/s;-3.3 Mb/s;-5.6 Mb/s;-16 kb/s;-2.9 Mb/s;-2.9 Mb/s;0 b/s
30/04/2024 10:00;0 b/s;66.8 Mb/s;0 b/s;155 kb/s;1.77 Mb/s;627 kb/s;223 kb/s;216 kb/s;970 kb/s;327 kb/s;0 b/s;0 b/s;-3.9 Mb/s;0 b/s;-3.7 Mb/s;-26 Mb/s;-6.4 Mb/s;-4.4 Mb/s;-3.2 Mb/s;-11 Mb/s;-4.7 Mb/s;0 b/s
